"","X","society_id","society_name","society_xd_id","language_glottocode","language_name","language_family","variable_id","code","code_label","focal_year","sub_case","comment"
"945",945,"Ng15","Chitimacha","xd1250","chit1248","Chitimacha",NA,"MonthlyMeanPrecipitation",92537.51967,NA,NA,NA,NA
"946",946,"Ad36","Pare","xd105","asut1235","Asu (Tanzania)","Atlantic-Congo","MonthlyMeanPrecipitation",92659.93039,NA,NA,NA,NA
"947",947,"B136","Tasmanians (southeastern)","xd980","sout1439","South-Eastern-Tasmanian-Hinterland","South-Eastern Tasmanian","MonthlyMeanPrecipitation",92806.97541,NA,NA,NA,NA
"948",948,"Ab15","Pedi","xd16","tswe1238","Tswene","Atlantic-Congo","MonthlyMeanPrecipitation",92810.08738,NA,NA,NA,NA
"949",949,"Aj28","Tatoga","xd404","dato1239","Barabayiiga-Gisamjanga","Nilotic","MonthlyMeanPrecipitation",92834.81079,NA,NA,NA,NA
"950",950,"Ih5","Ajie","xd871","ajie1238","Ajië","Austronesian","MonthlyMeanPrecipitation",92839.74267,NA,NA,NA,NA
"951",951,"B324","Nez Perce","xd1153","nezp1238","Nez Perce","Sahaptian","MonthlyMeanPrecipitation",92901.28004,NA,NA,NA,NA
"952",952,"B171","Yuki","xd1138","yuki1243","Yuki","Yuki-Wappo","MonthlyMeanPrecipitation",92914.22238,NA,NA,NA,NA
"953",953,"WNAI43","Cahto","xd1425","kato1244","Kato","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",92914.22238,NA,NA,NA,NA
"954",954,"WNAI61","Yuki","xd1138","yuki1243","Yuki","Yuki-Wappo","MonthlyMeanPrecipitation",92914.22238,NA,NA,NA,NA
"955",955,"WNAI63","Northern Pomo","xd1115","nort2966","Northern Pomo","Pomoan","MonthlyMeanPrecipitation",92914.22238,NA,NA,NA,NA
"956",956,"B54","Ona","xd1385","onaa1245","Selk'nam","Chonan","MonthlyMeanPrecipitation",92996.38592,NA,NA,NA,NA
"957",957,"Sh8","Toba","xd1395","toba1269","Toba","Guaicuruan","MonthlyMeanPrecipitation",93083.45966,NA,NA,NA,NA
"958",958,"WNAI96","Shuswap","xd1143","shus1248","Shuswap","Salishan","MonthlyMeanPrecipitation",93146.88491,NA,NA,NA,NA
"959",959,"B46","Calusa","xd919","calu1239","Calusa","Unclassifiable","MonthlyMeanPrecipitation",93194.72187,NA,NA,NA,NA
"960",960,"Ce1","Gheg","xd528","gheg1238","Gheg Albanian","Indo-European","MonthlyMeanPrecipitation",93554.7162,NA,NA,NA,NA
"961",961,"SCCS48","Gheg","xd528","gheg1238","Gheg Albanian","Indo-European","MonthlyMeanPrecipitation",93554.7162,NA,NA,NA,NA
"962",962,"Nj5","Mazateco","xd1304","huau1238","Huautla Mazatec","Otomanguean","MonthlyMeanPrecipitation",93668.3427,NA,NA,NA,NA
"963",963,"Aj6","Luo","xd411","luok1236","Luo (Kenya and Tanzania)","Nilotic","MonthlyMeanPrecipitation",94339.46974,NA,NA,NA,NA
"964",964,"Sh9","Lengua","xd1396","leng1262","Lengua","Lengua-Mascoy","MonthlyMeanPrecipitation",94452.65002,NA,NA,NA,NA
"965",965,"Cg5","Walloons","xd545","wall1255","Walloon","Indo-European","MonthlyMeanPrecipitation",94456.27238,NA,NA,NA,NA
"966",966,"Sb3","Barí (Motilon)","xd1328","yukp1241","Yukpa","Cariban","MonthlyMeanPrecipitation",94470.77933,NA,NA,NA,NA
"967",967,"Sb7","Yupa","xd1332","yukp1241","Yukpa","Cariban","MonthlyMeanPrecipitation",94470.77933,NA,NA,NA,NA
"968",968,"B163","Nisenan","xd1111","nise1244","Nisenan","Maiduan","MonthlyMeanPrecipitation",94486.99194,NA,NA,NA,NA
"969",969,"WNAI57","Nisenan (Foothill)","xd1111","nise1244","Nisenan","Maiduan","MonthlyMeanPrecipitation",94486.99194,NA,NA,NA,NA
"970",970,"Ac37","Kunda","xd63","kund1255","Chikunda","Atlantic-Congo","MonthlyMeanPrecipitation",94550.6378,NA,NA,NA,NA
"971",971,"Ab17","Ndau","xd18","ndau1241","Ndau","Atlantic-Congo","MonthlyMeanPrecipitation",94587.40701,NA,NA,NA,NA
"972",972,"Ag33","Dyan","xd270","dyan1251","Dyan","Atlantic-Congo","MonthlyMeanPrecipitation",94588.336,NA,NA,NA,NA
"973",973,"Ag36","Lowiili","xd273","sout2790","Southern Birifor","Atlantic-Congo","MonthlyMeanPrecipitation",94588.336,NA,NA,NA,NA
"974",974,"Ag39","Dagara","xd276","sout2789","Central Dagaare","Atlantic-Congo","MonthlyMeanPrecipitation",94588.336,NA,NA,NA,NA
"975",975,"B347","Tahltan","xd1043","tahl1239","Tahltan","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",94713.62165,NA,NA,NA,NA
"976",976,"Ec7","Ainu","xd635","ainu1240","Hokkaido Ainu","Ainu","MonthlyMeanPrecipitation",94917.25083,NA,NA,NA,NA
"977",977,"B185","Maidu","xd1110","nort2952","Northeast Maidu","Maiduan","MonthlyMeanPrecipitation",95223.62724,NA,NA,NA,NA
"978",978,"WNAI56","Maidu","xd1110","nort2952","Northeast Maidu","Maiduan","MonthlyMeanPrecipitation",95223.62724,NA,NA,NA,NA
"979",979,"B180","Hupa","xd1096","hupa1239","Hupa","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",95250.29751,NA,NA,NA,NA
"980",980,"Nb4","Yurok","xd1101","yuro1248","Yurok","Algic","MonthlyMeanPrecipitation",95250.29751,NA,NA,NA,NA
"981",981,"WNAI39","Wiyot","xd1097","wiyo1248","Wiyot","Algic","MonthlyMeanPrecipitation",95250.29751,NA,NA,NA,NA
"982",982,"Cf1","New Englanders","xd536","stan1293","English","Indo-European","MonthlyMeanPrecipitation",95315.72622,NA,NA,NA,NA
"983",983,"Si6","Guató","xd1403","guat1253","Guató",NA,"MonthlyMeanPrecipitation",95625.84616,NA,NA,NA,NA
"984",984,"Eh10","Betsileo","xd687","bets1235","Betsileo","Austronesian","MonthlyMeanPrecipitation",95639.95205,NA,NA,NA,NA
"985",985,"Eh3","Tanala","xd689","tana1285","Tanala","Austronesian","MonthlyMeanPrecipitation",95639.95205,NA,NA,NA,NA
"986",986,"SCCS103","Ajie","xd871","ajie1238","Ajië","Austronesian","MonthlyMeanPrecipitation",95858.65084,NA,NA,NA,NA
"987",987,"Ac1","Ila","xd33","ilaa1246","Ila","Atlantic-Congo","MonthlyMeanPrecipitation",95912.51318,NA,NA,NA,NA
"988",988,"Ag12","Nankanse","xd247","nank1249","Nankana","Atlantic-Congo","MonthlyMeanPrecipitation",95949.06126,NA,NA,NA,NA
"989",989,"Ag46","Manprusi","xd284","mamp1244","Mampruli","Atlantic-Congo","MonthlyMeanPrecipitation",95949.06126,NA,NA,NA,NA
"990",990,"Ad30","Digo","xd99","digo1243","Digo","Atlantic-Congo","MonthlyMeanPrecipitation",96037.25706,NA,NA,NA,NA
"991",991,"Ad31","Duruma","xd100","duru1249","Duruma","Atlantic-Congo","MonthlyMeanPrecipitation",96037.25706,NA,NA,NA,NA
"992",992,"Ad37","Teita","xd106","tait1250","Taita","Atlantic-Congo","MonthlyMeanPrecipitation",96037.25706,NA,NA,NA,NA
"993",993,"B37","Akurio","xd916","akur1238","Akurio","Cariban","MonthlyMeanPrecipitation",96040.72192,NA,NA,NA,NA
"994",994,"Sc14","Rucuyen","xd1340","waya1269","Wayana","Cariban","MonthlyMeanPrecipitation",96040.72192,NA,NA,NA,NA
"995",995,"Ng8","Timucua","xd1257","timu1245","Timucua",NA,"MonthlyMeanPrecipitation",96063.33955,NA,NA,NA,NA
"996",996,"Ad9","Gisu","xd126","masa1299","Masaaba","Atlantic-Congo","MonthlyMeanPrecipitation",96256.42551,NA,NA,NA,NA
"997",997,"SCCS104","Māori","xd891","maor1246","Maori","Austronesian","MonthlyMeanPrecipitation",96335.55263,NA,NA,NA,NA
"998",998,"Nj9","Tlaxcalans","xd1308","cent2132","Tlaxcala-Puebla-Central Nahuatl","Uto-Aztecan","MonthlyMeanPrecipitation",96536.46481,NA,NA,NA,NA
"999",999,"Ab11","Xhosa","xd12","xesi1238","Xesibe","Atlantic-Congo","MonthlyMeanPrecipitation",96541.61735,NA,NA,NA,NA
"1000",1000,"Ng9","Catawba","xd1258","cata1286","Catawba","Siouan","MonthlyMeanPrecipitation",96559.1611,NA,NA,NA,NA
"1001",1001,"Se1","Sirionó","xd1362","siri1273","Sirionó","Tupian","MonthlyMeanPrecipitation",96769.30249,NA,NA,NA,NA
"1002",1002,"B43","Sirionó","xd1362","siri1273","Sirionó","Tupian","MonthlyMeanPrecipitation",96784.34406,NA,NA,NA,NA
"1003",1003,"Sa10","Lacandon","xd1310","laca1243","Lacandon","Mayan","MonthlyMeanPrecipitation",96823.55391,NA,NA,NA,NA
"1004",1004,"Sa2","Tzeltal","xd1318","tzel1254","Tzeltal","Mayan","MonthlyMeanPrecipitation",96823.55391,NA,NA,NA,NA
"1005",1005,"B107","Warunggu","xd955","waru1264","Warrongo","Pama-Nyungan","MonthlyMeanPrecipitation",97016.85116,NA,NA,NA,NA
"1006",1006,"Se11","Chácobo","xd1364","chac1251","Chácobo","Pano-Tacanan","MonthlyMeanPrecipitation",97157.61484,NA,NA,NA,NA
"1007",1007,"SCCS183","Abipón","xd1390","abip1241","Abipon","Guaicuruan","MonthlyMeanPrecipitation",97160.2799,NA,NA,NA,NA
"1008",1008,"Ng13","Abenaki","xd1248","peno1243","Penobscot","Algic","MonthlyMeanPrecipitation",97164.04533,NA,NA,NA,NA
"1009",1009,"Ei16","Sema","xd703","sumi1235","Sumi Naga","Sino-Tibetan","MonthlyMeanPrecipitation",97213.12026,NA,NA,NA,NA
"1010",1010,"Sh2","Terena","xd1389","tere1279","Terena-Kinikinao-Chane","Arawakan","MonthlyMeanPrecipitation",97221.60822,NA,NA,NA,NA
"1011",1011,"Aj21","Jie","xd397","jiee1239","Jie","Nilotic","MonthlyMeanPrecipitation",97487.20431,NA,NA,NA,NA
"1012",1012,"Aj22","Labwor","xd398","labw1238","Labwor","Nilotic","MonthlyMeanPrecipitation",97487.20431,NA,NA,NA,NA
"1013",1013,"Aj18","Bodi","xd393","meen1242","Me'en","Surmic","MonthlyMeanPrecipitation",97487.99851,NA,NA,NA,NA
"1014",1014,"Ai38","Korongo","xd368","kron1241","Krongo","Kadugli-Krongo","MonthlyMeanPrecipitation",97561.55477,NA,NA,NA,NA
"1015",1015,"Ef5","Bhil","xd667","bhil1251","Bhili","Indo-European","MonthlyMeanPrecipitation",97684.16485,NA,NA,NA,NA
"1016",1016,"SCCS182","Lengua","xd1396","leng1262","Lengua","Lengua-Mascoy","MonthlyMeanPrecipitation",97963.01778,NA,NA,NA,NA
"1017",1017,"WNAI58","Nisenan (Mountain)","xd1111","nise1244","Nisenan","Maiduan","MonthlyMeanPrecipitation",98175.20988,NA,NA,NA,NA
"1018",1018,"Sc18","Ndyuka","xd1344","ndyu1242","Aukan","Indo-European","MonthlyMeanPrecipitation",98274.39274,NA,NA,NA,NA
"1019",1019,"Ad26","Turu","xd94","nyat1246","Nyaturu","Atlantic-Congo","MonthlyMeanPrecipitation",98278.9018,NA,NA,NA,NA
"1020",1020,"Ag10","Konkomba","xd245","konk1269","Konkomba","Atlantic-Congo","MonthlyMeanPrecipitation",98381.4028,NA,NA,NA,NA
"1021",1021,"Ac33","Lala","xd59","lala1264","Lala-Bisa","Atlantic-Congo","MonthlyMeanPrecipitation",98433.33314,NA,NA,NA,NA
"1022",1022,"Sc6","Saramaccan ","xd1349","sara1340","Saramaccan","Indo-European","MonthlyMeanPrecipitation",98435.44993,NA,NA,NA,NA
"1023",1023,"Ng12","Choctaw","xd1247","choc1276","Choctaw","Muskogean","MonthlyMeanPrecipitation",98439.45221,NA,NA,NA,NA
"1024",1024,"Aj1","Teso","xd384","teso1249","Teso","Nilotic","MonthlyMeanPrecipitation",98681.60794,NA,NA,NA,NA
"1025",1025,"Aj30","Karamojong","xd407","nucl1430","Nuclear Karamojong","Nilotic","MonthlyMeanPrecipitation",98681.60794,NA,NA,NA,NA
"1026",1026,"B321","Sinkaitk","xd1147","sout2963","Southern Okanogan","Salishan","MonthlyMeanPrecipitation",98740.72171,NA,NA,NA,NA
"1027",1027,"Nd15","Sinkaitk","xd1147","sout2963","Southern Okanogan","Salishan","MonthlyMeanPrecipitation",98740.72171,NA,NA,NA,NA
"1028",1028,"SCCS165","Saramaccan ","xd1349","sara1340","Saramaccan","Indo-European","MonthlyMeanPrecipitation",98884.88474,NA,NA,NA,NA
"1029",1029,"Ag40","Isala","xd278","tumu1242","Tumulung Sisaala","Atlantic-Congo","MonthlyMeanPrecipitation",98911.78363,NA,NA,NA,NA
"1030",1030,"Cg2","Icelanders","xd542","icel1247","Icelandic","Indo-European","MonthlyMeanPrecipitation",98968.54694,NA,NA,NA,NA
"1031",1031,"Sa15","Jakaltek","xd1315","popt1235","Popti'","Mayan","MonthlyMeanPrecipitation",98994.52412,NA,NA,NA,NA
"1032",1032,"Ab14","Lovedu","xd15","lobe1242","Lobedu","Atlantic-Congo","MonthlyMeanPrecipitation",99002.3787,NA,NA,NA,NA
"1033",1033,"WNAI32","Tututni","xd1092","tutu1242","Tututni","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",99052.74452,NA,NA,NA,NA
"1034",1034,"WNAI33","Chetco","xd1422","tolo1259","Tolowa-Chetco","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",99052.74452,NA,NA,NA,NA
"1035",1035,"B275","Coos","xd1081","coos1249","Hanis","Coosan","MonthlyMeanPrecipitation",99059.00977,NA,NA,NA,NA
"1036",1036,"WNAI31","Coos","xd1081","coos1249","Hanis","Coosan","MonthlyMeanPrecipitation",99059.00977,NA,NA,NA,NA
"1037",1037,"Sh4","Kadiwéu","xd1391","kadi1248","Kadiwéu","Guaicuruan","MonthlyMeanPrecipitation",99102.78802,NA,NA,NA,NA
"1038",1038,"Cb26","Zazzagawa Hausa","xd476","araw1280","Arawa","Afro-Asiatic","MonthlyMeanPrecipitation",99285.16641,NA,NA,NA,NA
"1039",1039,"B329","Mi'kmaq","xd1058","mikm1235","Mi'kmaq","Algic","MonthlyMeanPrecipitation",99384.76652,NA,NA,NA,NA
"1040",1040,"Na41","Mi'kmaq","xd1058","mikm1235","Mi'kmaq","Algic","MonthlyMeanPrecipitation",99384.76652,NA,NA,NA,NA
"1041",1041,"SCCS126","Mi'kmaq","xd1058","mikm1235","Mi'kmaq","Algic","MonthlyMeanPrecipitation",99384.76652,NA,NA,NA,NA
"1042",1042,"Sg3","Ona","xd1385","onaa1245","Selk'nam","Chonan","MonthlyMeanPrecipitation",99406.99295,NA,NA,NA,NA
"1043",1043,"Ad50","Kaguru","xd121","kagu1239","Kagulu","Atlantic-Congo","MonthlyMeanPrecipitation",99675.63239,NA,NA,NA,NA
"1044",1044,"Ag34","Dorosie","xd271","dogo1295","Dogosé","Atlantic-Congo","MonthlyMeanPrecipitation",99722.86983,NA,NA,NA,NA
"1045",1045,"Ei13","Angami","xd700","anga1288","Angami Naga","Sino-Tibetan","MonthlyMeanPrecipitation",99740.42821,NA,NA,NA,NA
"1046",1046,"Ei15","Rengma","xd702","sout2732","Southern Rengma Naga","Sino-Tibetan","MonthlyMeanPrecipitation",99740.42821,NA,NA,NA,NA
"1047",1047,"Ei17","Karbi","xd704","karb1241","Hills Karbi","Sino-Tibetan","MonthlyMeanPrecipitation",99740.42821,NA,NA,NA,NA
"1048",1048,"SCCS173","Sirionó","xd1362","siri1273","Sirionó","Tupian","MonthlyMeanPrecipitation",99838.91166,NA,NA,NA,NA
"1049",1049,"Nd20","Nez Perce","xd1153","nezp1238","Nez Perce","Sahaptian","MonthlyMeanPrecipitation",99932.22228,NA,NA,NA,NA
"1050",1050,"Ca31","Beta Israel","xd439","qima1242","Qimant","Afro-Asiatic","MonthlyMeanPrecipitation",99942.14029,NA,NA,NA,NA
"1051",1051,"B167","Lassik","xd1098","wail1244","Wailaki","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",100117.2599,NA,NA,NA,NA
"1052",1052,"Nb38","Mattole-Bear River","xd1099","matt1238","Mattole","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",100117.2599,NA,NA,NA,NA
"1053",1053,"B183","Atsugewi","xd1135","atsu1245","Atsugewi","Palaihnihan","MonthlyMeanPrecipitation",100264.0021,NA,NA,NA,NA
"1054",1054,"Nf13","Shawnee","xd1233","shaw1249","Shawnee","Algic","MonthlyMeanPrecipitation",100289.0258,NA,NA,NA,NA
"1055",1055,"Nd7","Kutenai","xd1205","kute1249","Kutenai",NA,"MonthlyMeanPrecipitation",100370.9197,NA,NA,NA,NA
"1056",1056,"B319","Wishram","xd1150","wasc1239","Wasco-Wishram","Chinookan","MonthlyMeanPrecipitation",100442.6387,NA,NA,NA,NA
"1057",1057,"WNAI109","Klikitat","xd1435","klik1240","Klikitat","Sahaptian","MonthlyMeanPrecipitation",100442.6387,NA,NA,NA,NA
"1058",1058,"B153","Nomlaki","xd1107","noml1242","Nomlaki","Wintuan","MonthlyMeanPrecipitation",100528.5107,NA,NA,NA,NA
"1059",1059,"Nb37","Lassik","xd1098","wail1244","Wailaki","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",100528.5107,NA,NA,NA,NA
"1060",1060,"Nc7","Yuki","xd1138","yuki1243","Yuki","Yuki-Wappo","MonthlyMeanPrecipitation",100528.5107,NA,NA,NA,NA
"1061",1061,"B187","Achumawi","xd1108","achu1247","Achumawi","Palaihnihan","MonthlyMeanPrecipitation",100635.0433,NA,NA,NA,NA
"1062",1062,"WNAI52","Achumawi (West)","xd1108","achu1247","Achumawi","Palaihnihan","MonthlyMeanPrecipitation",100635.0433,NA,NA,NA,NA
"1063",1063,"Ad22","Sukuma","xd90","suku1261","Sukuma","Atlantic-Congo","MonthlyMeanPrecipitation",100790.1009,NA,NA,NA,NA
"1064",1064,"B15","Chenchu","xd672","chen1255","Chenchu","Dravidian","MonthlyMeanPrecipitation",100921.999,NA,NA,NA,NA
"1065",1065,"Id8","Tasmanians (northwestern)","xd783","port1278","Port Sorell","Western Tasmanian","MonthlyMeanPrecipitation",101016.089,NA,NA,NA,NA
"1066",1066,"Ng3","Muscogee","xd1252","cree1270","Creek","Muskogean","MonthlyMeanPrecipitation",101136.5121,NA,NA,NA,NA
"1067",1067,"B42","Guató","xd1403","guat1253","Guató",NA,"MonthlyMeanPrecipitation",101140.4169,NA,NA,NA,NA
"1068",1068,"B181","Tututni","xd1092","tutu1242","Tututni","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",101198.5383,NA,NA,NA,NA
"1069",1069,"Sa7","Garifuna","xd1323","gari1256","Garifuna","Arawakan","MonthlyMeanPrecipitation",101251.9499,NA,NA,NA,NA
"1070",1070,"B186","Yurok","xd1101","yuro1248","Yurok","Algic","MonthlyMeanPrecipitation",101372.2761,NA,NA,NA,NA
"1071",1071,"SCCS134","Yurok","xd1101","yuro1248","Yurok","Algic","MonthlyMeanPrecipitation",101372.2761,NA,NA,NA,NA
"1072",1072,"WNAI36","Yurok","xd1101","yuro1248","Yurok","Algic","MonthlyMeanPrecipitation",101372.2761,NA,NA,NA,NA
"1073",1073,"Ab7","Nyaneka","xd30","nyan1305","Nyaneka","Atlantic-Congo","MonthlyMeanPrecipitation",101434.1036,NA,NA,NA,NA
"1074",1074,"B67","Hukwe","xd929","kxoe1243","Kxoe","Khoe-Kwadi","MonthlyMeanPrecipitation",101459.3214,NA,NA,NA,NA
"1075",1075,"B250","Kutenai","xd1205","kute1249","Kutenai",NA,"MonthlyMeanPrecipitation",101480.5447,NA,NA,NA,NA
"1076",1076,"SCCS71","Burmese","xd709","nucl1310","Burmese","Sino-Tibetan","MonthlyMeanPrecipitation",101497.2786,NA,NA,NA,NA
"1077",1077,"B188","Modoc","xd1140","klam1254","Klamath-Modoc",NA,"MonthlyMeanPrecipitation",101674.3494,NA,NA,NA,NA
"1078",1078,"B348","Chilcotin","xd1206","chil1280","Chilcotin","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",101710.882,NA,NA,NA,NA
"1079",1079,"Aj19","Didinga","xd394","didi1258","Didinga","Surmic","MonthlyMeanPrecipitation",101808.4703,NA,NA,NA,NA
"1080",1080,"B333","Shuswap","xd1143","shus1248","Shuswap","Salishan","MonthlyMeanPrecipitation",101842.8407,NA,NA,NA,NA
"1081",1081,"Nc12","Maidu","xd1110","nort2952","Northeast Maidu","Maiduan","MonthlyMeanPrecipitation",102101.7774,NA,NA,NA,NA
"1082",1082,"Ab4","Tsonga","xd27","tson1249","Tsonga","Atlantic-Congo","MonthlyMeanPrecipitation",102638.1489,NA,NA,NA,NA
"1083",1083,"Nj7","Mixe","xd1306","isth1238","Isthmus Mixe","Mixe-Zoque","MonthlyMeanPrecipitation",102701.3922,NA,NA,NA,NA
"1084",1084,"Ng4","Penobscot","xd1253","peno1243","Penobscot","Algic","MonthlyMeanPrecipitation",102955.6823,NA,NA,NA,NA
"1085",1085,"B105","Mamu","xd954","mamu1253","Mamu","Pama-Nyungan","MonthlyMeanPrecipitation",103009.9353,NA,NA,NA,NA
"1086",1086,"Ni9","Tepehuán","xd1294","nort2959","Northern Tepehuan","Uto-Aztecan","MonthlyMeanPrecipitation",103064.5992,NA,NA,NA,NA
"1087",1087,"SCCS31","Shilluk","xd380","shil1265","Shilluk","Nilotic","MonthlyMeanPrecipitation",103070.9455,NA,NA,NA,NA
"1088",1088,"WNAI110","Wishram","xd1150","wasc1239","Wasco-Wishram","Chinookan","MonthlyMeanPrecipitation",103126.4931,NA,NA,NA,NA
"1089",1089,"WNAI111","Tenino","xd1141","teni1238","Tenino","Sahaptian","MonthlyMeanPrecipitation",103126.4931,NA,NA,NA,NA
"1090",1090,"Ai6","Shilluk","xd380","shil1265","Shilluk","Nilotic","MonthlyMeanPrecipitation",103203.7507,NA,NA,NA,NA
"1091",1091,"Ci9","Svan","xd585","svan1243","Svan","Kartvelian","MonthlyMeanPrecipitation",103252.158,NA,NA,NA,NA
"1092",1092,"Eg1","Chenchu","xd672","chen1255","Chenchu","Dravidian","MonthlyMeanPrecipitation",103422.2948,NA,NA,NA,NA
"1093",1093,"Af28","Gbagyi","xd206","gbar1246","Gbari","Atlantic-Congo","MonthlyMeanPrecipitation",103445.7603,NA,NA,NA,NA
"1094",1094,"Ah18","Burmawa","xd307","bogh1241","Boghom","Afro-Asiatic","MonthlyMeanPrecipitation",103445.7603,NA,NA,NA,NA
"1095",1095,"Ef7","Pahari","xd669","maha1287","Mahasu Pahari","Indo-European","MonthlyMeanPrecipitation",103721.9202,NA,NA,NA,NA
"1096",1096,"Ad23","Sangu","xd91","sang1330","Sangu (Tanzania)","Atlantic-Congo","MonthlyMeanPrecipitation",103941.829,NA,NA,NA,NA
"1097",1097,"Ah14","Kamuku","xd303","cind1241","Yara","Atlantic-Congo","MonthlyMeanPrecipitation",103977.544,NA,NA,NA,NA
"1098",1098,"SCCS145","Muscogee","xd1252","cree1270","Creek","Muskogean","MonthlyMeanPrecipitation",104125.265,NA,NA,NA,NA
"1099",1099,"B18","Birhor","xd911","birh1242","Birhor","Austroasiatic","MonthlyMeanPrecipitation",104246.0578,NA,NA,NA,NA
"1100",1100,"Ac14","Bakongo","xd38","sans1272","Cimbala-Cizali","Atlantic-Congo","MonthlyMeanPrecipitation",104336.349,NA,NA,NA,NA
"1101",1101,"Nj2","Aztec","xd1301","clas1250","Classical Nahuatl","Uto-Aztecan","MonthlyMeanPrecipitation",104483.7051,NA,NA,NA,NA
"1102",1102,"B191","Chichimeca","xd1290","chic1272","Chichimeca-Jonaz","Otomanguean","MonthlyMeanPrecipitation",104512.2614,NA,NA,NA,NA
"1103",1103,"Ni5","Chichimeca","xd1290","chic1272","Chichimeca-Jonaz","Otomanguean","MonthlyMeanPrecipitation",104512.2614,NA,NA,NA,NA
"1104",1104,"Ei11","Aimol","xd698","aimo1244","Aimol","Sino-Tibetan","MonthlyMeanPrecipitation",104628.212,NA,NA,NA,NA
"1105",1105,"Ei12","Thado","xd699","thad1238","Thado Chin","Sino-Tibetan","MonthlyMeanPrecipitation",104628.212,NA,NA,NA,NA
"1106",1106,"Ei6","Purum","xd712","puru1266","Purum","Sino-Tibetan","MonthlyMeanPrecipitation",104628.212,NA,NA,NA,NA
"1107",1107,"B78","//Xegwi","xd936","xegw1238","//Xegwi","Tuu","MonthlyMeanPrecipitation",104776.5225,NA,NA,NA,NA
"1108",1108,"B162","Chimariko","xd1094","chim1301","Chimariko",NA,"MonthlyMeanPrecipitation",104863.3476,NA,NA,NA,NA
"1109",1109,"WNAI38","Hupa","xd1096","hupa1239","Hupa","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",104863.3476,NA,NA,NA,NA
"1110",1110,"WNAI46","Chimariko","xd1094","chim1301","Chimariko",NA,"MonthlyMeanPrecipitation",104863.3476,NA,NA,NA,NA
"1111",1111,"WNAI47","Wintu (Trinity River)","xd1112","nucl1651","Nuclear Wintu","Wintuan","MonthlyMeanPrecipitation",104863.3476,NA,NA,NA,NA
"1112",1112,"Ng5","Cherokee","xd1254","cher1273","Cherokee","Iroquoian","MonthlyMeanPrecipitation",104937.4387,NA,NA,NA,NA
"1113",1113,"Ag49","Kabre","xd287","kabi1261","Kabiyé","Atlantic-Congo","MonthlyMeanPrecipitation",104973.2116,NA,NA,NA,NA
"1114",1114,"Ca19","Banna","xd425","hame1242","Hamer-Banna","South Omotic","MonthlyMeanPrecipitation",105177.3732,NA,NA,NA,NA
"1115",1115,"Ca24","Dime","xd431","dime1235","Dime","South Omotic","MonthlyMeanPrecipitation",105177.3732,NA,NA,NA,NA
"1116",1116,"WNAI53","Atsugewi","xd1135","atsu1245","Atsugewi","Palaihnihan","MonthlyMeanPrecipitation",105190.6259,NA,NA,NA,NA
"1117",1117,"Ac40","Sena","xd67","nucl1396","Sena","Atlantic-Congo","MonthlyMeanPrecipitation",105555.5807,NA,NA,NA,NA
"1118",1118,"B269","Alsea","xd1088","alse1251","Alsea-Yaquina",NA,"MonthlyMeanPrecipitation",105560.723,NA,NA,NA,NA
"1119",1119,"Aj11","Dinka","xd386","sout2832","Southwestern Dinka","Nilotic","MonthlyMeanPrecipitation",105616.0204,NA,NA,NA,NA
"1120",1120,"Sa8","Mam","xd1324","mamm1241","Mam","Mayan","MonthlyMeanPrecipitation",105618.0479,NA,NA,NA,NA
"1121",1121,"Ad24","Gogo","xd92","gogo1263","Gogo","Atlantic-Congo","MonthlyMeanPrecipitation",105667.1297,NA,NA,NA,NA
"1122",1122,"Ng11","Yuchi","xd1246","yuch1247","Yuchi",NA,"MonthlyMeanPrecipitation",105701.8006,NA,NA,NA,NA
"1123",1123,"Ef1","Santal","xd661","sant1410","Santali","Austroasiatic","MonthlyMeanPrecipitation",105748.2567,NA,NA,NA,NA
"1124",1124,"SCCS118","Ainu","xd635","ainu1240","Hokkaido Ainu","Ainu","MonthlyMeanPrecipitation",105774.0933,NA,NA,NA,NA
"1125",1125,"Af35","Adangme","xd214","adan1247","Adangme","Atlantic-Congo","MonthlyMeanPrecipitation",105897.6985,NA,NA,NA,NA
"1126",1126,"Af43","Ga","xd223","gaaa1244","Ga","Atlantic-Congo","MonthlyMeanPrecipitation",105897.6985,NA,NA,NA,NA
"1127",1127,"SCCS4","Lozi","xd26","lozi1239","Lozi","Atlantic-Congo","MonthlyMeanPrecipitation",105957.4902,NA,NA,NA,NA
"1128",1128,"Si7","Paresi","xd1404","pare1272","Parecís","Arawakan","MonthlyMeanPrecipitation",106033.9288,NA,NA,NA,NA
